Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr4;99300167;99313231;+;2;147,129;0,12935;1;RAP1GDS1;NM_001100426;chr4:99273752-99300167|chr4:99313231-99325627
chr4;99300167;99325753;+;3;147,129,126;0,12935,25460;1;RAP1GDS1;NM_001100426;chr4:99273752-99300167|chr4:99325753-99337895
chr4;99313102;99341295;+;6;129,126,144,132,135,126;0,12525,24793,25415,26705,28067;1;RAP1GDS1;NM_001100426;chr4:99300314-99313102|chr4:99341295-99342405
chr4;99325627;99342545;+;6;126,144,132,135,126,140;0,12268,12890,14180,15542,16778;3;RAP1GDS1;NM_001100426;chr4:99313231-99325627|chr4:99342545-99355086
chr4;99962193;99966461;+;3;84,139,132;0,2206,4136;1;METAP1;NM_015143;chr4:99960616-99962193|chr4:99966461-99969883
chr5;102201526;102203097;+;2;462,121;0,1450;2;PAM;NM_000919;None|chr5:102203097-102237059
chr5;102282540;102310140;+;8;49,68,81,77,104,185,72,321;0,1541,2700,3065,3880,13038,14321,27279;1;PAM;NM_000919;chr5:102262372-102282540|chr5:102310140-102325975
chr5;102282540;102326105;+;9;49,68,81,77,104,185,72,321,130;0,1541,2700,3065,3880,13038,14321,27279,43435;1;PAM;NM_000919;chr5:102262372-102282540|chr5:102326105-102338736
chr5;102284081;102286524;+;4;68,81,77,104;0,1159,1524,2339;1;PAM;NM_000919;chr5:102282589-102284081|chr5:102286524-102295578
chr5;102325975;102343361;+;5;130,117,73,211,201;0,12761,14882,16529,17185;1;PAM;NM_000919;chr5:102310140-102325975|chr5:102343361-102345454
chr5;102338736;102345570;+;5;117,73,211,201,116;0,2121,3768,4424,6718;2;PAM;NM_000919;chr5:102326105-102338736|chr5:102345570-102353037
chr5;102342504;102345570;+;3;211,201,116;0,656,2950;2;PAM;NM_000919;chr5:102340930-102342504|chr5:102345570-102353037
chr5;102432244;102433485;-;3;286,177,192;0,773,1049;3;GIN1;NM_017676;chr5:102423876-102432244|chr5:102433485-102440244
chr5;102482230;102495032;+;12;155,102,162,122,102,87,76,110,86,126,122,183;0,1404,2625,4726,6121,7321,8143,8307,9382,11661,11925,12619;7;PPIP5K2;NM_001276277;chr5:102474173-102482230|chr5:102495032-102502882
chr5;102522020;102526683;+;3;120,63,141;0,994,4522;1;PPIP5K2;NM_001276277;chr5:102520445-102522020|chr5:102526683-102530600
chr5;10254785;10261857;+;6;165,199,193,150,120,186;0,1281,3437,3712,6118,6886;1;CCT5;NM_012073;chr5:10254317-10254785|chr5:10261857-10262592
chr5;10377909;10378944;+;2;97,74;0,961;1;6-mar;NM_001270660;chr5:10354029-10377909|chr5:10378944-10387105
chr5;10377909;10382055;+;3;97,74,144;0,961,4002;1;6-mar;NM_005885;chr5:10354029-10377909|chr5:10382055-10387105
chr5;10377909;10403653;+;13;97,74,73,169,190,62,33,52,59,81,69,75,135;0,961,9196,12534,13744,16284,16955,19495,22986,24261,24586,24735,25609;1;6-mar;NM_001270660;chr5:10354029-10377909|chr5:10403653-10405669
chr5;10377909;10411649;+;17;97,74,73,169,190,62,33,52,59,81,69,75,135,120,101,138,205;0,961,9196,12534,13744,16284,16955,19495,22986,24261,24586,24735,25609,27760,29304,32341,33535;1;6-mar;NM_001270660;chr5:10354029-10377909|chr5:10411649-10414544
chr5;10387105;10391843;+;3;73,169,190;0,3338,4548;1;6-mar;NM_001270660;chr5:10378944-10387105|chr5:10391843-10394193
chr5;10414544;10417516;+;3;70,182,135;0,1055,2837;2;6-mar;NM_001270660;chr5:10411649-10414544|chr5:10417516-10423846
chr5;10415599;10417516;+;2;182,135;0,1782;14;6-mar;NM_001270660;chr5:10414614-10415599|chr5:10417516-10423846
chr5;10417381;10430140;+;4;135,90,133,136;0,6465,9120,12623;1;6-mar;NM_001270660;chr5:10415781-10417381|chr5:10430140-10433705
chr5;107356625;107684231;-;4;77,131,108,132;0,165192,203196,327474;7;FBXL17;NM_001163315;chr5:107216880-107356625|chr5:107684231-107700438
chr5;107521817;107684231;-;3;131,108,132;0,38004,162282;7;FBXL17;NM_001163315;chr5:107356702-107521817|chr5:107684231-107700438
chr5;107559821;107684231;-;2;108,132;0,124278;1;FBXL17;NM_001163315;chr5:107521948-107559821|chr5:107684231-107700438
chr5;107684099;107684231;-;1;132;0;1;FBXL17;NM_001163315;chr5:107559929-107684099|chr5:107684231-107700438
chr5;107684099;107703654;-;3;132,258,123;0,16339,19432;19;FBXL17;NM_001163315;chr5:107559929-107684099|chr5:107703654-107716399
chr5;108103793;108134090;+;2;146,266;0,30031;3;FER;NM_005246;chr5:108083701-108103793|chr5:108134090-108168470
chr5;108103793;108233549;+;9;146,266,174,100,184,138,120,123,190;0,30031,64677,67615,99674,103272,104000,115303,129566;1;FER;NM_005246;chr5:108083701-108103793|chr5:108233549-108281830
chr5;108103793;108295048;+;12;146,266,174,100,184,138,120,123,190,93,204,123;0,30031,64677,67615,99674,103272,104000,115303,129566,178037,186636,191132;2;FER;NM_005246;chr5:108083701-108103793|chr5:108295048-108373122
chr5;108219096;108295048;+;5;123,190,93,204,123;0,14263,62734,71333,75829;1;FER;NM_005246;chr5:108207913-108219096|chr5:108295048-108373122
chr5;108233359;108295048;+;4;190,93,204,123;0,48471,57070,61566;1;FER;NM_005246;chr5:108219219-108233359|chr5:108295048-108373122
chr5;108281830;108295048;+;3;93,204,123;0,8599,13095;2;FER;NM_005246;chr5:108233549-108281830|chr5:108295048-108373122
chr5;108281830;108382899;+;6;93,204,123,57,116,95;0,8599,13095,91292,98550,100974;2;FER;NM_005246;chr5:108233549-108281830|chr5:108382899-108436096
chr5;108290429;108382899;+;5;204,123,57,116,95;0,4496,82693,89951,92375;1;FER;NM_005246;chr5:108281923-108290429|chr5:108382899-108436096
chr5;108373122;108382899;+;3;57,116,95;0,7258,9682;2;FER;NM_005246;chr5:108295048-108373122|chr5:108382899-108436096
chr5;108373122;108436220;+;4;57,116,95,124;0,7258,9682,62974;1;FER;NM_005246;chr5:108295048-108373122|chr5:108436220-108516447
chr5;108691615;108719221;-;6;112,183,186,1051,201,118;0,6925,12646,22289,25588,27488;1;PJA2;NM_014819;chr5:108680520-108691615|chr5:108719221-108745542
chr5;108698540;108719221;-;5;183,186,1051,201,118;0,5721,15364,18663,20563;1;PJA2;NM_014819;chr5:108691727-108698540|chr5:108719221-108745542
chr5;109049220;109051965;+;2;255,145;0,2600;9;MAN2A1;NM_002372;chr5:109026253-109049220|chr5:109051965-109065042
chr5;109049220;109065214;+;3;255,145,172;0,2600,15822;8;MAN2A1;NM_002372;chr5:109026253-109049220|chr5:109065214-109091029
chr5;109049220;109091157;+;4;255,145,172,128;0,2600,15822,41809;2;MAN2A1;NM_002372;chr5:109026253-109049220|chr5:109091157-109103235
chr5;109049220;109110666;+;7;255,145,172,128,174,187,178;0,2600,15822,41809,54015,56835,61268;2;MAN2A1;NM_002372;chr5:109026253-109049220|chr5:109110666-109117096
chr5;109103235;109159538;+;11;174,187,178,203,183,115,68,166,219,123,115;0,2820,7253,13861,17209,21399,21925,49738,52134,52685,56188;2;MAN2A1;NM_002372;chr5:109091157-109103235|chr5:109159538-109178028
chr5;109117096;109159538;+;8;203,183,115,68,166,219,123,115;0,3348,7538,8064,35877,38273,38824,42327;1;MAN2A1;NM_002372;chr5:109110666-109117096|chr5:109159538-109178028
chr5;109152973;109159538;+;4;166,219,123,115;0,2396,2947,6450;3;MAN2A1;NM_002372;chr5:109125228-109152973|chr5:109159538-109178028
chr5;109178028;109183491;+;3;134,142,134;0,3537,5329;2;MAN2A1;NM_002372;chr5:109159538-109178028|chr5:109183491-109190840
chr5;109181565;109183491;+;2;142,134;0,1792;2;MAN2A1;NM_002372;chr5:109178162-109181565|chr5:109183491-109190840
chr5;10981884;11023091;-;5;74,132,127,85,211;0,6338,10778,36201,40996;1;CTNND2;uc011cmx.1;chr5:10973825-10981884|chr5:11023091-11082807
chr5;109940809;109978072;-;8;250,124,134,167,100,158,106,112;0,1055,13320,20158,22672,33089,35782,37151;2;TMEM232;uc003kox.3;chr5:109904326-109940809|chr5:109978072-110062327
chr5;109976591;109978072;-;2;106,112;0,1369;2;TMEM232;uc003kox.3;chr5:109974056-109976591|chr5:109978072-110062327
chr5;110710547;110730480;+;3;63,83,73;0,2010,19860;1;CAMK4;NM_001744;chr5:110679800-110710547|chr5:110730480-110782383
chr5;111540071;111602027;-;11;114,84,91,122,78,92,64,89,88,121,98;0,1046,5517,30259,35285,36344,54854,55516,58119,60521,61858;2;EPB41L4A;NM_022140;chr5:111531405-111540071|chr5:111602027-111611022
chr5;111570330;111576507;-;3;122,78,92;0,5026,6085;8;EPB41L4A;NM_022140;chr5:111545679-111570330|chr5:111576507-111594925
chr5;111611022;111643187;-;3;79,52,105;0,4946,32060;2;EPB41L4A;NM_022140;chr5:111602027-111611022|chr5:111643187-111754637
chr5;11199559;11199773;-;1;214;0;2;CTNND2;uc011cmx.1;chr5:11159871-11199559|chr5:11199773-11236802
chr5;112090569;112103087;+;3;153,85,202;0,11453,12316;2;APC;NM_000038;chr5:112073622-112090569|chr5:112103087-112111325
chr5;112090569;112111434;+;4;153,85,202,109;0,11453,12316,20756;1;APC;NM_000038;chr5:112073622-112090569|chr5:112111434-112116486
chr5;112090569;112116600;+;5;153,85,202,109,114;0,11453,12316,20756,25917;1;APC;NM_000038;chr5:112073622-112090569|chr5:112116600-112128142
chr5;112102022;112137080;+;5;85,202,109,114,105;0,863,9303,14464,34953;1;APC;NM_001127511;chr5:112043579-112102022|chr5:112137080-112151191
chr5;112102022;112164669;+;11;85,202,109,114,105,99,379,96,140,78,117;0,863,9303,14464,34953,49169,52640,55570,60782,61603,62530;1;APC;NM_001127511;chr5:112043579-112102022|chr5:112164669-112170647
chr5;112111325;112137080;+;3;109,114,105;0,5161,25650;1;APC;NM_001127511;chr5:112103087-112111325|chr5:112137080-112151191
chr5;112116486;112137080;+;2;114,105;0,20489;1;APC;NM_001127511;chr5:112111434-112116486|chr5:112137080-112151191
chr5;112116486;112157688;+;5;114,105,99,379,96;0,20489,34705,38176,41106;1;APC;NM_001127511;chr5:112111434-112116486|chr5:112157688-112162804
chr5;112321531;112339774;+;7;152,128,99,153,113,108,136;0,6286,6837,15249,15522,15732,18107;4;DCP2;NM_001242377;chr5:112312683-112321531|chr5:112339774-112346452
chr5;112860677;112862482;+;2;197,200;0,1605;1;YTHDC2;uc010jce.2;chr5:112851059-112860677|chr5:112862482-112868575
chr5;112868575;112878200;+;6;167,103,157,108,149,136;0,1426,2763,6195,8089,9489;1;YTHDC2;uc010jce.2;chr5:112862482-112868575|chr5:112878200-112884237
chr5;112870001;112874878;+;3;103,157,108;0,1337,4769;2;YTHDC2;uc010jce.2;chr5:112868742-112870001|chr5:112874878-112876664
chr5;112889463;112896882;+;4;88,81,83,106;0,175,2285,7313;2;YTHDC2;NM_022828;chr5:112889383-112889463|chr5:112896882-112899069
chr5;112889463;112899189;+;5;88,81,83,106,120;0,175,2285,7313,9606;1;YTHDC2;NM_022828;chr5:112889383-112889463|chr5:112899189-112899555
chr5;113740134;113740553;+;1;419;0;12;KCNN2;NM_021614;chr5:113699698-113740134|chr5:113740553-113798745
chr5;11411647;11412181;-;2;117,35;0,499;1;CTNND2;uc010itt.2;chr5:11397315-11411647|chr5:11412181-11565055
chr5;114466288;114469844;-;2;298,288;0,3268;1;TRIM36;uc011cwc.2;chr5:114462554-114466288|chr5:114469844-114472696
chr5;114466288;114473313;-;4;298,288,125,254;0,3268,6408,6771;5;TRIM36;uc011cwc.2;chr5:114462554-114466288|chr5:114473313-114476975
chr5;114466288;114477071;-;5;298,288,125,254,96;0,3268,6408,6771,10687;1;TRIM36;uc011cwc.2;chr5:114462554-114466288|chr5:114477071-114480294
chr5;114466288;114483091;-;7;298,288,125,254,96,147,326;0,3268,6408,6771,10687,14006,16477;3;TRIM36;uc011cwc.2;chr5:114462554-114466288|chr5:114483091-114499214
chr5;114606909;114612751;-;4;414,391,76,90;0,4003,4781,5752;1;CCDC112;NM_152549;chr5:114605495-114606909|chr5:114612751-114615343
chr5;115188675;115205825;+;3;36,92,112;0,13691,17038;2;AP3S1;uc003krk.3;chr5:115177803-115188675|chr5:115205825-115230783
chr5;115202366;115205825;+;2;92,112;0,3347;4;AP3S1;NM_001284;chr5:115177803-115202366|chr5:115205825-115230783
chr5;115202366;115238689;+;4;92,112,72,108;0,3347,28417,36215;2;AP3S1;NM_001284;chr5:115177803-115202366|chr5:115238689-115249058
chr5;118264231;118280344;-;3;193,95,91;0,10659,16022;4;DTWD2;NM_173666;chr5:118183913-118264231|chr5:118280344-118323988
chr5;118440874;118456834;+;6;79,133,67,179,190,169;0,4971,9295,10978,13635,15791;1;DMXL1;uc003ksc.1;chr5:118437701-118440874|chr5:118456834-118464905
chr5;118445845;118456834;+;5;133,67,179,190,169;0,4324,6007,8664,10820;1;DMXL1;uc003ksc.1;chr5:118440953-118445845|chr5:118456834-118464905
chr5;118576113;118580271;+;2;53,218;0,3940;2;DMXL1;NM_005509;chr5:118574775-118576113|chr5:118580271-118582689
chr5;118809602;118814716;+;6;108,60,22,47,85,188;0,493,1798,1916,3509,4926;1;HSD17B4;NM_000414;chr5:118792063-118809602|chr5:118814716-118824886
chr5;121354954;121356497;+;2;82,715;0,828;1;SRFBP1;NM_152546;chr5:121330365-121354954|chr5:121356497-121358064
chr5;121726783;121739560;+;2;103,73;0,12704;1;SNCAIP;uc011cwl.1;chr5:121647477-121726783|chr5:121739560-121767663
chr5;122135386;122152723;+;7;164,67,44,142,79,76,114;0,2177,2389,3780,8585,16204,17223;1;SNX2;NM_001278199;chr5:122131078-122135386|chr5:122152723-122152974
chr5;122881110;122881535;+;1;425;0;1;CSNK1G3;NM_001031812;chr5:122848264-122881110|chr5:122881535-122888800
chr5;122881110;122893258;+;3;425,41,70;0,7690,12078;37;CSNK1G3;NM_001031812;chr5:122848264-122881110|chr5:122893258-122909086
chr5;122881110;122911657;+;5;425,41,70,149,235;0,7690,12078,27976,30312;10;CSNK1G3;NM_001031812;chr5:122848264-122881110|chr5:122911657-122923761
chr5;123974825;123980354;-;4;82,154,173,418;0,2119,4378,5111;6;ZNF608;NM_020747;chr5:123973599-123974825|chr5:123980354-123982371
chr5;123974825;123985390;-;6;82,154,173,418,2455,88;0,2119,4378,5111,7546,10477;2;ZNF608;NM_020747;chr5:123973599-123974825|chr5:123985390-124036706
chr5;123974825;124036962;-;7;82,154,173,418,2455,88,256;0,2119,4378,5111,7546,10477,61881;4;ZNF608;NM_020747;chr5:123973599-123974825|chr5:124036962-124079776
chr5;123979203;123980354;-;2;173,418;0,733;5;ZNF608;NM_020747;chr5:123977098-123979203|chr5:123980354-123982371
chr5;123979203;123985390;-;4;173,418,2455,88;0,733,3168,6099;3;ZNF608;NM_020747;chr5:123977098-123979203|chr5:123985390-124036706
chr5;123979203;124036962;-;5;173,418,2455,88,256;0,733,3168,6099,57503;2;ZNF608;NM_020747;chr5:123977098-123979203|chr5:124036962-124079776
chr5;124036706;124036962;-;1;256;0;101;ZNF608;NM_020747;chr5:123985390-124036706|chr5:124036962-124079776
chr5;124036706;124080865;-;2;256,1089;0,43070;1;ZNF608;uc003kts.1;chr5:123985390-124036706|chr5:124080865-124081887
chr5;125911111;125929096;-;6;45,133,124,81,66,54;0,1659,7431,8512,17244,17931;1;ALDH7A1;NM_001182;chr5:125906551-125911111|chr5:125929096-125930698
chr5;125919623;125929096;-;3;81,66,54;0,8732,9419;1;ALDH7A1;NM_001182;chr5:125918666-125919623|chr5:125929096-125930698
chr5;125939261;125939875;+;1;614;0;1;PHAX;NM_032177;chr5:125936750-125939261|chr5:125939875-125944055
chr5;126140467;126147590;+;4;157,126,171,126;0,795,5404,6997;2;LMNB1;NM_005573;chr5:126113559-126140467|chr5:126147590-126154613
chr5;126140467;126154834;+;5;157,126,171,126,221;0,795,5404,6997,14146;1;LMNB1;NM_005573;chr5:126113559-126140467|chr5:126154834-126156601
chr5;126140467;126161799;+;8;157,126,171,126,221,226,105,120;0,795,5404,6997,14146,16134,18005,21212;1;LMNB1;NM_005573;chr5:126113559-126140467|chr5:126161799-126168385
chr5;126140467;126168493;+;9;157,126,171,126,221,226,105,120,108;0,795,5404,6997,14146,16134,18005,21212,27918;4;LMNB1;NM_005573;chr5:126113559-126140467|chr5:126168493-126171914
chr5;126147464;126150939;+;2;126,78;0,3397;1;LMNB1;uc010jdb.2;chr5:126146042-126147464|chr5:126150939-126154613
chr5;126154613;126168493;+;5;221,226,105,120,108;0,1988,3859,7066,13772;1;LMNB1;NM_005573;chr5:126147590-126154613|chr5:126168493-126171914
chr5;126862309;126874835;+;4;161,103,164,104;0,3676,7005,12422;2;PRRC1;uc003kuj.4;chr5:126860612-126862309|chr5:126874835-126883510
chr5;127448505;127450373;+;3;120,76,96;0,1398,1772;1;SLC12A2;NM_001046;chr5:127420402-127448505|chr5:127450373-127466758
chr5;127474288;127488497;+;8;128,85,152,108,124,102,156,100;0,227,3233,9025,10157,11400,12644,14109;4;SLC12A2;NM_001046;chr5:127471500-127474288|chr5:127488497-127493744
chr5;127483313;127488497;+;5;108,124,102,156,100;0,1132,2375,3619,5084;1;SLC12A2;NM_001046;chr5:127477673-127483313|chr5:127488497-127493744
chr5;127510232;127518633;+;5;126,48,123,112,87;0,2564,4026,6342,8314;1;SLC12A2;NM_001046;chr5:127507438-127510232|chr5:127518633-127520057
chr5;127664387;127670987;-;5;126,123,123,126,126;0,1877,4216,6023,6474;1;FBN2;NM_001999;chr5:127654693-127664387|chr5:127670987-127671146
chr5;128861976;128864370;+;3;173,84,158;0,1464,2236;3;ADAMTS19;NM_133638;chr5:128844935-128861976|chr5:128864370-128887556
chr5;128977551;128984663;+;3;102,131,173;0,5906,6939;1;ADAMTS19;NM_133638;chr5:128958041-128977551|chr5:128984663-128989998
chr5;129015456;129040084;+;5;158,154,136,205,153;0,4356,14956,21624,24475;1;ADAMTS19;NM_133638;chr5:129001272-129015456|chr5:129040084-129070624
chr5;130515787;130522802;+;3;73,71,82;0,2134,6933;2;LYRM7;NM_181705;chr5:130506731-130515787|chr5:130522802-130535223
chr5;130721235;130726801;+;2;102,116;0,5450;1;CDC42SE2;NM_001038702;chr5:130695240-130721235|chr5:130726801-130727610
chr5;130775273;130782396;-;3;135,189,221;0,2768,6902;1;RAPGEF6;NM_001164386;chr5:130769351-130775273|chr5:130782396-130785715
chr5;130775273;130797781;-;7;135,189,221,24,124,212,384;0,2768,6902,10442,13473,16220,22124;2;RAPGEF6;NM_001164386;chr5:130769351-130775273|chr5:130797781-130799733
chr5;130775273;130883883;-;20;135,189,221,24,124,212,384,241,158,241,109,204,108,165,153,159,137,178,132,144;0,2768,6902,10442,13473,16220,22124,24460,33006,39932,49965,53001,55972,58862,65045,65783,68490,70733,81809,108466;3;RAPGEF6;NM_001164386;chr5:130769351-130775273|chr5:130883883-130897670
chr5;130788746;130808437;-;5;124,212,384,241,158;0,2747,8651,10987,19533;1;RAPGEF6;NM_001164386;chr5:130785739-130788746|chr5:130808437-130815205
chr5;130797397;130834300;-;8;384,241,158,241,109,204,108,165;0,2336,10882,17808,27841,30877,33848,36738;1;RAPGEF6;NM_001164386;chr5:130791705-130797397|chr5:130834300-130840318
chr5;130808279;130883883;-;12;158,241,109,204,108,165,153,159,137,178,132,144;0,6926,16959,19995,22966,25856,32039,32777,35484,37727,48803,75460;1;RAPGEF6;NM_001164386;chr5:130799974-130808279|chr5:130883883-130897670
chr5;130815205;130883883;-;11;241,109,204,108,165,153,159,137,178,132,144;0,10033,13069,16040,18930,25113,25851,28558,30801,41877,68534;1;RAPGEF6;NM_001164386;chr5:130808437-130815205|chr5:130883883-130897670
chr5;130840318;130883883;-;6;153,159,137,178,132,144;0,738,3445,5688,16764,43421;1;RAPGEF6;NM_001164386;chr5:130834300-130840318|chr5:130883883-130897670
chr5;130857082;130883883;-;2;132,144;0,26657;5;RAPGEF6;NM_001164386;chr5:130846184-130857082|chr5:130883883-130897670
chr5;131013395;131034695;-;3;170,147,86;0,1326,21214;1;FNIP1;NM_001008738;chr5:131008617-131013395|chr5:131034695-131039757
chr5;131034609;131046354;-;5;86,202,136,72,84;0,5148,7494,10284,11661;1;FNIP1;NM_133372;chr5:131014868-131034609|chr5:131046354-131052257
chr5;131938991;131945088;+;6;190,127,194,111,93,114;0,620,1506,5315,5817,5983;1;RAD50;NM_005732;chr5:131931502-131938991|chr5:131945088-131951694
chr5;132034862;132052676;-;13;125,69,54,126,111,181,157,9,72,96,175,198,140;0,1045,1476,2916,3387,3714,4292,7280,9736,11788,16586,17074,17674;1;KIF3A;uc003kxn.3;chr5:132032374-132034862|chr5:132052676-132056300
chr5;132046650;132052676;-;4;96,175,198,140;0,4798,5286,5886;2;KIF3A;uc003kxn.3;chr5:132044670-132046650|chr5:132052676-132056300
chr5;132069896;132070170;-;1;274;0;1;KIF3A;NM_007054;chr5:132062190-132069896|chr5:132070170-132073105
chr5;132219031;132220811;-;2;221,44;0,1736;7;AFF4;NM_014423;chr5:132216878-132219031|chr5:132220811-132222001
chr5;132219031;132224865;-;7;221,44,94,72,137,64,95;0,1736,2970,4181,4506,4757,5739;2;AFF4;NM_014423;chr5:132216878-132219031|chr5:132224865-132227855
chr5;132224770;132232932;-;4;95,241,89,918;0,3085,3951,7244;1;AFF4;NM_014423;chr5:132223852-132224770|chr5:132232932-132233921
chr5;132227855;132228810;-;2;241,89;0,866;8;AFF4;NM_014423;chr5:132224865-132227855|chr5:132228810-132232014
chr5;132227855;132232932;-;3;241,89,918;0,866,4159;2;AFF4;NM_014423;chr5:132224865-132227855|chr5:132232932-132233921
chr5;132262812;132270633;-;3;87,45,795;0,5057,7026;3;AFF4;NM_014423;chr5:132240096-132262812|chr5:132270633-132272758
chr5;132342450;132358598;-;2;162,66;0,16082;3;ZCCHC10;uc003kyh.3;chr5:132335865-132342450|chr5:132358598-132362188
chr5;132400671;132406188;+;3;58,141,123;0,2437,5394;1;HSPA4;NM_002154;chr5:132388049-132400671|chr5:132406188-132408921
chr5;132403108;132409818;+;4;141,123,100,134;0,2957,5813,6576;1;HSPA4;NM_002154;chr5:132400729-132403108|chr5:132409818-132412345
chr5;132426884;132428481;+;2;182,90;0,1507;6;HSPA4;NM_002154;chr5:132425387-132426884|chr5:132428481-132431789
chr5;133295184;133295711;-;1;527;0;2;C5orf15;NM_020199;chr5:133292681-133295184|chr5:133295711-133304136
chr5;133534776;133541822;-;5;119,162,90,174,210;0,1249,1899,2762,6836;6;PPP2CA;NM_002715;chr5:133533535-133534776|chr5:133541822-133561450
chr5;133541612;133541822;-;1;210;0;1;PPP2CA;NM_002715;chr5:133537712-133541612|chr5:133541822-133561450
chr5;133638280;133644418;-;5;98,163,94,329,154;0,1815,4019,5548,5984;1;CDKL3;uc011cxm.1;chr5:133541822-133638280|chr5:133644418-133647982
chr5;133647982;133657594;-;3;89,140,113;0,7066,9499;1;CDKL3;uc011cxm.1;chr5:133644418-133647982|chr5:133657594-133706688
chr5;134002512;134007576;+;2;174,78;0,4986;1;SEC24A;NM_001252231;chr5:133997276-134002512|chr5:134007576-134010304
chr5;134018062;134023989;+;3;110,113,119;0,4417,5808;1;SEC24A;NM_001252231;chr5:134015418-134018062|chr5:134023989-134028291
chr5;134032815;134039622;+;3;121,159,174;0,773,6633;1;SEC24A;NM_021982;chr5:134029623-134032815|chr5:134039622-134041016
