Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr7;156961741;156976723;+;7;75,147,116,158,154,221,152;0,1256,5871,9642,12470,13060,14830;1;UBE3C;uc003wng.2;chr7:156956557-156961741|chr7:156976723-156979527
chr7;156994414;157024021;+;8;87,158,233,105,88,98,133,248;0,5677,5982,15146,18968,21533,23686,29359;1;UBE3C;NM_014671;chr7:156979715-156994414|chr7:157024021-157041061
chr7;157013382;157049738;+;8;88,98,133,248,213,189,67,131;0,2565,4718,10391,27679,33265,33555,36225;1;UBE3C;NM_014671;chr7:157009665-157013382|chr7:157049738-157060278
chr7;157155854;157160177;+;3;110,60,111;0,3341,4212;1;DNAJB6;NM_005494;chr7:157151331-157155854|chr7:157160177-157174939
chr7;157449048;157475629;-;2;195,213;0,26368;1;PTPRN2;uc011kwa.2;chr7:157414201-157449048|chr7:157475629-157691364
chr7;158528193;158531812;-;3;106,70,99;0,1545,3520;1;ESYT2;uc003wny.1;chr7:158527162-158528193|chr7:158531812-158534213
chr7;16298014;16317851;-;3;93,93,98;0,530,19739;1;ISPD;NM_001101417;chr7:16255822-16298014|chr7:16317851-16341045
chr7;16722404;16736686;+;4;66,110,171,147;0,7017,12054,14135;1;BZW2;uc011jxx.1;chr7:16721029-16722404|chr7:16736686-16737672
chr7;17885217;17890587;-;3;100,89,139;0,4752,5231;1;SNX13;NM_015132;chr7:17879623-17885217|chr7:17890587-17908029
chr7;17908029;17915413;-;4;84,89,102,122;0,5121,7073,7262;1;SNX13;NM_015132;chr7:17890587-17908029|chr7:17915413-17929985
chr7;17908029;17937069;-;8;84,89,102,122,122,90,103,113;0,5121,7073,7262,21956,23139,24925,28927;1;SNX13;NM_015132;chr7:17890587-17908029|chr7:17937069-17979906
chr7;18705835;18706099;+;1;264;0;1;HDAC9;uc003sua.1;chr7:18688306-18705835|chr7:18706099-18767202
chr7;1937835;1938026;-;1;191;0;1;MAD1L1;uc003sld.1;chr7:1855864-1937835|chr7:1938026-1976322
chr7;20193815;20210401;-;5;189,2042,123,144,65;0,4011,7555,10063,16521;1;MACC1;NM_182762;chr7:20180781-20193815|chr7:20210401-20256921
chr7;21603803;21609917;+;2;212,231;0,5883;1;DNAH11;NM_001277115;chr7:21600788-21603803|chr7:21609917-21611423
chr7;2188786;2262389;-;7;87,62,115,131,82,125,180;0,64060,66733,67005,68810,70180,73423;1;MAD1L1;NM_001013836;chr7:2108973-2188786|chr7:2262389-2265044
chr7;2262209;2270362;-;4;180,141,160,179;0,2835,7409,7974;1;MAD1L1;NM_001013836;chr7:2259091-2262209|chr7:2270362-2272506
chr7;2269618;2270399;-;2;160,216;0,565;1;MAD1L1;NM_003550;chr7:2265185-2269618|chr7:2270399-2272506
chr7;22999874;23018067;-;7;160,88,117,96,116,81,180;0,979,4159,15954,16437,17085,18013;1;FAM126A;NM_032581;chr7:22985782-22999874|chr7:23018067-23023562
chr7;23163395;23180563;+;4;103,94,125,176;0,911,1271,16992;1;KLHL7;NM_001031710;chr7:23145765-23163395|chr7:23180563-23183469
chr7;23183469;23207656;+;4;175,143,241,202;0,8216,21847,23985;1;KLHL7;NM_001031710;chr7:23180563-23183469|chr7:23207656-23212566
chr7;23224688;23224917;+;1;229;0;1;NUPL2;NM_007342;chr7:23221825-23224688|chr7:23224917-23226670
chr7;23381682;23391205;-;5;126,136,123,135,282;0,1654,3876,5536,9241;1;IGF2BP3;NM_006547;chr7:23358873-23381682|chr7:23391205-23401152
chr7;2402279;2402399;+;1;120;0;1;EIF3B;NM_001037283;chr7:2400537-2402279|chr7:2402399-2402704
chr7;2402279;2402762;+;2;120,58;0,425;1;EIF3B;NM_001037283;chr7:2400537-2402279|chr7:2402762-2403266
chr7;2403266;2404164;+;2;129,158;0,740;1;EIF3B;NM_001037283;chr7:2402762-2403266|chr7:2404164-2405951
chr7;2404006;2409317;+;5;158,132,67,47,211;0,1945,2153,2627,5100;1;EIF3B;NM_001037283;chr7:2403395-2404006|chr7:2409317-2411411
chr7;24659670;24720139;+;11;169,119,153,153,228,132,100,69,162,203,129;0,3614,21664,29560,30433,43538,45536,45969,48447,59079,60340;1;MPP6;NM_016447;chr7:24613212-24659670|chr7:24720139-24727056
chr7;2611159;2618160;+;5;129,135,71,114,51;0,666,1892,6716,6950;1;IQCE;uc010ksm.1;chr7:2608633-2611159|chr7:2618160-2622213
chr7;26232114;26237352;-;9;83,123,120,63,81,102,211,147,111;0,756,1080,3352,3906,4062,4312,4820,5127;1;HNRNPA2B1;NM_002137;chr7:26231958-26232114|chr7:26237352-26240191
chr7;27668989;27689252;-;3;122,110,161;0,2965,20102;1;HIBADH;NM_152740;chr7:27582719-27668989|chr7:27689252-27702316
chr7;30590251;30601744;-;2;146,663;0,10830;1;LOC401320;uc003tbd.3;chr7:30564102-30590251|None
chr7;30876273;30880464;+;3;107,117,89;0,2542,4102;1;INMT-FAM188B;NR_037598;chr7:30868353-30876273|chr7:30880464-30890069
chr7;33390830;33427756;+;5;105,141,96,173,153;0,6636,16548,32447,36773;1;BBS9;NM_001033605;chr7:33388782-33390830|chr7:33427756-33545074
chr7;33397466;33427756;+;4;141,96,173,153;0,9912,25811,30137;1;BBS9;NM_001033604;chr7:33392485-33397466|chr7:33427756-33545074
chr7;33423277;33427756;+;2;173,153;0,4326;1;BBS9;NM_001033604;chr7:33407474-33423277|chr7:33427756-33545074
chr7;35707043;35712888;-;3;155,114,78;0,2781,5767;1;HERPUD2;uc003tet.3;chr7:35678082-35707043|chr7:35712888-35733793
chr7;37172734;37264635;-;6;105,132,123,51,79,152;0,78256,80205,83515,89485,91749;1;ELMO1;uc011kbc.2;chr7:37136332-37172734|chr7:37264635-37272699
chr7;38781584;38791913;-;4;137,141,55,138;0,1417,3574,10191;1;VPS41;NM_014396;chr7:38768391-38781584|chr7:38791913-38794301
chr7;39821342;39829143;+;4;142,65,123,191;0,991,6738,7610;1;LINC00265;NR_026999;chr7:39820950-39821342|chr7:39829143-39831192
chr7;40027197;40037263;+;2;660,171;0,9895;1;CDK13;NM_003718;chr7:39991451-40027197|chr7:40037263-40038959
chr7;40027197;40041630;+;4;660,171,140,171;0,9895,11762,14262;1;CDK13;NM_003718;chr7:39991451-40027197|chr7:40041630-40085434
chr7;42187824;42188067;-;1;243;0;1;GLI3;uc011kbg.2;chr7:42116456-42187824|chr7:42188067-42191951
chr7;42966134;42967058;-;2;133,77;0,847;1;PSMA2;NM_002787;chr7:42964396-42966134|chr7:42967058-42971716
chr7;44465498;44467302;-;2;380,133;0,1671;1;NUDCD3;uc010kye.3;chr7:44452882-44465498|chr7:44467302-44520890
chr7;44663915;44687358;+;3;249,192,103;0,21010,23340;1;OGDH;NM_001003941;chr7:44646252-44663915|chr7:44687358-44706334
chr7;44684925;44687358;+;2;192,103;0,2330;1;OGDH;NM_001003941;chr7:44664164-44684925|chr7:44687358-44706334
chr7;44880497;44882953;-;2;114,78;0,2378;1;H2AFV;NM_138635;chr7:44875257-44880497|chr7:44882953-44887567
chr7;45148425;45148886;-;1;461;0;1;TBRG4;NM_004749;chr7:45145363-45148425|chr7:45148886-45151241
chr7;5023301;5028808;+;3;103,166,115;0,1239,5392;1;RNF216P1;NR_015449;chr7:5016067-5023301|chr7:5028808-5036240
chr7;50680437;50694675;-;6;99,111,138,69,116,157;0,2029,3469,5330,6429,14081;1;GRB10;NM_001001550;chr7:50674111-50680437|chr7:50694675-50737418
chr7;50737418;50742355;-;2;142,223;0,4714;1;GRB10;NM_001001550;chr7:50694675-50737418|chr7:50742355-50771517
chr7;50771517;50773020;-;2;88,184;0,1319;1;GRB10;uc010kzb.2;chr7:50742355-50771517|chr7:50773020-50823583
chr7;50799968;50823753;-;2;97,170;0,23615;1;GRB10;uc003tpk.2;chr7:50771605-50799968|chr7:50823753-50848323
chr7;51251798;51261286;-;3;98,229,211;0,6748,9277;1;COBL;NM_015198;chr7:51204028-51251798|chr7:51261286-51287437
chr7;51258546;51261286;-;2;229,211;0,2529;1;COBL;NM_015198;chr7:51251896-51258546|chr7:51261286-51287437
chr7;56045818;56051561;+;3;140,95,141;0,3347,5602;1;GBAS;NM_001202469;chr7:56032394-56045818|chr7:56051561-56052539
chr7;56120114;56122196;+;2;64,135;0,1947;1;CCT6A;NM_001762;chr7:56119678-56120114|chr7:56122196-56123316
chr7;56120114;56125796;+;4;64,174,104,111;0,3202,3889,5571;1;CCT6A;NM_001009186;chr7:56119678-56120114|chr7:56125796-56126054
chr7;5778906;5781275;-;2;350,672;0,1697;1;RNF216;uc010ksz.2;chr7:5770448-5778906|chr7:5781275-5792476
chr7;5778906;5781446;-;2;77,843;0,1697;1;RNF216;NM_207111;chr7:5770448-5778906|chr7:5781446-5792476
chr7;5939914;5940563;+;3;98,94,78;0,189,571;1;CCZ1;NM_015622;chr7:5938550-5939914|chr7:5940563-5941287
chr7;5941287;5959597;+;8;48,84,176,82,62,112,34,118;0,1004,3437,8378,10204,11186,17210,18192;1;CCZ1;NM_015622;chr7:5940563-5941287|chr7:5959597-5963017
chr7;6026389;6029586;-;2;862,156;0,3041;1;PMS2;uc003spj.3;chr7:6022622-6026389|chr7:6029586-6031603
chr7;6054776;6057676;+;2;207,232;0,2668;1;AIMP2;NM_006303;chr7:6049129-6054776|chr7:6057676-6062933
chr7;6150755;6156570;+;3;250,201,145;0,4198,5670;1;USP42;uc011jwn.1;chr7:6144663-6150755|chr7:6156570-6167768
chr7;6193386;6196686;+;2;1440,302;0,2998;1;USP42;NM_032172;chr7:6190137-6193386|chr7:6196686-6199080
chr7;6456257;6465745;-;5;128,81,78,84,127;0,214,5100,8125,9361;1;DAGLB;uc011jwt.2;chr7:6452665-6456257|chr7:6465745-6470110
chr7;6465618;6470238;-;2;127,128;0,4492;1;DAGLB;uc011jwt.2;chr7:6464466-6465618|chr7:6470238-6472467
chr7;65217150;65221561;+;3;147,173,106;0,3616,4305;1;CCT6P1;uc003tuh.3;chr7:65216265-65217150|chr7:65221561-65222969
chr7;65444385;65445396;-;3;143,185,186;0,328,825;1;GUSB;NM_000181;chr7:65441189-65444385|chr7:65445396-65446960
chr7;65705311;65751696;+;2;946,199;0,46186;1;TPST1;NM_003596;chr7:65670509-65705311|chr7:65751696-65817491
chr7;66038371;66041919;-;2;166,178;0,3370;1;LOC493754;uc011kdx.2;chr7:66019824-66038371|chr7:66041919-66049331
chr7;6618196;6624891;+;6;155,124,74,179,126,245;0,1989,3041,3507,4740,6450;1;ZDHHC4;NM_001134387;chr7:6617351-6618196|chr7:6624891-6628247
chr7;66262360;66270383;+;3;133,92,257;0,1949,7766;1;RABGEF1;uc003tvf.3;chr7:66261879-66262360|chr7:66270383-66273872
chr7;6863719;6864368;-;3;78,94,98;0,366,551;1;CCZ1B;NM_198097;chr7:6862991-6863719|chr7:6864368-6865708
chr7;72879768;72880731;-;2;99,106;0,857;1;BAZ1B;NM_032408;chr7:72877429-72879768|chr7:72880731-72883846
chr7;72987173;72988843;-;4;127,152,185,131;0,476,1094,1539;1;TBL2;uc011kex.2;chr7:72985671-72987173|chr7:72988843-72992619
chr7;73510951;73513568;+;3;139,110,207;0,458,2410;1;LIMK1;NM_002314;chr7:73500174-73510951|chr7:73513568-73520204
chr7;73649861;73663448;-;7;114,81,66,158,101,102,107;0,1830,3391,4406,7614,11130,13480;1;RFC2;uc003uaj.3;chr7:73646546-73649861|chr7:73663448-73664068
chr7;74103457;74105443;+;2;104,139;0,1847;1;GTF2I;NM_001280800;chr7:74072394-74103457|chr7:74105443-74113290
chr7;74103457;74131270;+;10;104,139,135,184,29,55,44,78,57,57;0,1847,9833,11119,11478,16038,17263,21905,25722,27756;1;GTF2I;NM_001163636;chr7:74072394-74103457|chr7:74131270-74143123
chr7;76629625;76673095;+;7;80,159,90,226,139,87,184;0,1854,3909,5241,39642,41668,43286;1;DTX2P1-UPK3BP1-PMS2P11;uc011kgn.1;chr7:76619686-76629625|None
chr7;77200394;77240363;+;10;109,77,96,39,72,60,143,67,78,99;0,10349,12477,14465,21107,26764,29586,36157,39687,39870;1;PTPN12;NM_002835;chr7:77166962-77200394|chr7:77240363-77247796
chr7;77973094;77998530;-;3;183,122,58;0,2144,25378;1;MAGI2;NM_012301;chr7:77885898-77973094|chr7:77998530-78119077
chr7;810107;814799;+;3;148,151,157;0,3577,4535;1;HEATR2;NM_017802;chr7:803611-810107|chr7:814799-819589
chr7;81964450;81978965;-;2;117,82;0,14433;1;CACNA2D1;NM_000722;chr7:81799925-81964450|chr7:81978965-82072680
chr7;86792810;86815296;+;10;123,123,95,115,77,158,33,110,229,152;0,2988,7500,10040,11098,16050,17814,18733,20902,22334;1;DMTF1;NM_001142326;chr7:86781871-86792810|chr7:86815296-86817407
chr7;90355880;90377090;+;2;246,95;0,21115;1;CDK14;uc003ukt.1;chr7:90233563-90355880|chr7:90377090-90419887
chr7;90546915;90585132;+;2;124,121;0,38096;1;CDK14;uc003uky.2;chr7:90528668-90546915|chr7:90585132-90613462
chr7;90585011;90613556;+;2;121,94;0,28451;1;CDK14;uc003uky.2;chr7:90547039-90585011|chr7:90613556-90675211
chr7;91842508;91863906;-;7;207,88,167,152,157,157,144;0,697,1416,8707,9627,13331,21254;1;KRIT1;uc010lev.1;chr7:91830737-91842508|chr7:91863906-91864121
chr7;91851215;91852292;-;2;152,157;0,920;1;KRIT1;uc010lev.1;chr7:91844091-91851215|chr7:91852292-91855839
chr7;91924202;91936970;+;2;278,298;0,12470;1;ANKIB1;NM_019004;chr7:91875833-91924202|chr7:91936970-91948643
chr7;91924202;91991587;+;9;278,298,183,118,209,89,145,167,89;0,12470,24441,32894,48135,50089,56061,57587,67296;1;ANKIB1;NM_019004;chr7:91875833-91924202|chr7:91991587-92000790
chr7;91972337;91991587;+;5;209,89,145,167,89;0,1954,7926,9452,19161;1;ANKIB1;NM_019004;chr7:91957214-91972337|chr7:91991587-92000790
chr7;92901946;92905617;+;2;99,141;0,3530;1;CCDC132;NM_001257998;chr7:92900574-92901946|chr7:92905617-92921014
chr7;94173722;94183887;+;7;120,157,80,102,141,78,93;0,1134,2685,5122,6927,7939,10072;1;CASD1;NM_022900;chr7:94168368-94173722|chr7:94183887-94184803
chr7;98513345;98515302;+;2;166,257;0,1700;1;TRRAP;NM_001244580;chr7:98509836-98513345|chr7:98515302-98519375
chr7;98987527;98988876;+;3;108,207,76;0,988,1273;1;ARPC1B;NM_005720;chr7:98985884-98987527|chr7:98988876-98990293
chr7;99001020;99002576;-;2;108,92;0,1464;1;PDAP1;NM_014891;chr7:98998047-99001020|chr7:99002576-99006158
chr7;99216147;99220263;+;5;127,85,433,202,92;0,523,1036,2848,4024;1;ZSCAN25;NM_145115;chr7:99214639-99216147|chr7:99220263-99221679
chr7;99500840;99515508;-;5;98,23,231,96,114;0,358,5364,6347,14554;1;TRIM4;uc011kjc.2;chr7:99490369-99500840|chr7:99515508-99516631
chr7;99674925;99677279;-;2;131,121;0,2233;1;ZNF3;NM_017715;chr7:99673253-99674925|chr7:99677279-99679257
chr8;100146859;100182391;+;8;96,123,138,88,192,170,195,125;0,383,964,2033,8342,13209,21917,35407;1;VPS13B;NM_015243;chr8:100133673-100146859|chr8:100182391-100205103
chr8;100146859;100205285;+;9;96,123,138,88,192,170,195,125,182;0,383,964,2033,8342,13209,21917,35407,58244;1;VPS13B;NM_015243;chr8:100133673-100146859|chr8:100205285-100221819
chr8;101534833;101545539;-;4;166,159,338,103;0,5239,6917,10603;1;ANKRD46;NM_001270379;chr8:101522867-101534833|chr8:101545539-101571938
chr8;101716524;101730508;-;13;94,131,85,155,111,91,273,96,138,95,140,116,98;0,629,1292,2354,2590,4836,5162,8065,8355,8790,11165,13476,13886;1;PABPC1;uc011lhc.1;chr8:101715587-101716524|chr8:101730508-101733618
chr8;101721360;101730508;-;8;91,273,96,138,95,140,116,98;0,326,3229,3519,3954,6329,8640,9050;1;PABPC1;uc011lhc.1;chr8:101719225-101721360|chr8:101730508-101733618
chr8;101724589;101730508;-;6;96,138,95,140,116,98;0,290,725,3100,5411,5821;1;PABPC1;uc011lhc.1;chr8:101721959-101724589|chr8:101730508-101733618
chr8;102564942;102589747;+;5;68,394,56,157,112;0,5704,17624,20953,24693;1;GRHL2;NM_024915;chr8:102555664-102564942|chr8:102589747-102611284
chr8;102570646;102589747;+;4;394,56,157,112;0,11920,15249,18989;1;GRHL2;NM_024915;chr8:102565010-102570646|chr8:102589747-102611284
chr8;103301680;103311199;-;11;124,240,161,130,127,119,147,92,149,98,124;0,4152,4502,5529,5751,5961,6183,7440,8005,8939,9395;1;UBR5;NM_001282873;chr8:103300494-103301680|chr8:103311199-103311679
chr8;103339969;103373854;-;11;155,111,117,212,150,160,190,120,77,82,45;0,1348,1541,14731,17654,18494,19161,32329,32847,33383,33840;1;UBR5;NM_001282873;chr8:103338891-103339969|chr8:103373854-103424400
chr8;103354700;103359320;-;4;212,150,160,190;0,2923,3763,4430;1;UBR5;NM_001282873;chr8:103341627-103354700|chr8:103359320-103372298
chr8;103358463;103359320;-;2;160,190;0,667;1;UBR5;NM_001282873;chr8:103357773-103358463|chr8:103359320-103372298
chr8;103841499;103848618;-;6;215,116,163,75,82,135;0,549,3784,4917,5394,6984;1;AZIN1;NM_015878;chr8:103840906-103841499|chr8:103848618-103850971
chr8;103842048;103848618;-;5;116,163,75,82,135;0,3235,4368,4845,6435;1;AZIN1;NM_015878;chr8:103841714-103842048|chr8:103848618-103850971
chr8;103846416;103851144;-;4;75,82,135,173;0,477,2067,4555;1;AZIN1;NM_015878;chr8:103845446-103846416|chr8:103851144-103851877
chr8;103846416;103852051;-;5;75,82,135,173,174;0,477,2067,4555,5461;1;AZIN1;NM_015878;chr8:103845446-103846416|chr8:103852051-103855778
chr8;103846416;103855975;-;6;75,82,135,173,174,197;0,477,2067,4555,5461,9362;1;AZIN1;NM_015878;chr8:103845446-103846416|chr8:103855975-103862226
chr8;104442839;104448018;+;3;78,83,165;0,2047,5014;1;DCAF13;uc003ylm.1;chr8:104439480-104442839|chr8:104448018-104452363
chr8;104709313;105026843;+;18;211,311,926,68,120,100,124,47,113,48,131,172,154,69,157,117,180,110;0,69141,188212,213048,214967,218409,219328,221355,224586,230756,234177,239465,245687,263979,278264,292219,316356,317420;1;RIMS2;NM_001100117;chr8:104513290-104709313|chr8:105026843-105257143
chr8;104922361;104973361;+;11;68,120,100,124,47,113,48,131,172,154,69;0,1919,5361,6280,8307,11538,17708,21129,26417,32639,50931;1;RIMS2;NM_001100117;chr8:104898451-104922361|chr8:104973361-104987577
chr8;104922548;105001649;+;12;209,120,100,124,47,113,131,172,154,69,157,117;0,1732,5174,6093,8120,11351,20942,26230,32452,50744,65029,78984;1;RIMS2;NM_001282881;chr8:104898451-104922548|chr8:105001649-105025669
chr8;10683661;10692285;-;4;93,79,93,110;0,5513,6740,8514;1;SOX7;uc011kwz.2;chr8:10584176-10683661|chr8:10692285-10697247
chr8;107691437;107705105;+;4;83,108,114,150;0,3989,5036,13518;1;OXR1;NM_001198533;chr8:107531367-107691437|chr8:107705105-107715133
chr8;108970307;109001472;-;3;189,144,189;0,2594,30976;1;RSPO2;uc003ymq.3;chr8:108913418-108970307|chr8:109001472-109094094
chr8;109226835;109254142;-;9;110,102,127,125,126,105,43,118,115;0,1805,2727,13660,14463,20391,21554,25351,27192;1;EIF3E;uc003ymt.3;chr8:109215732-109226835|chr8:109254142-109254340
chr8;109462051;109468159;+;4;114,65,86,58;0,605,3239,6050;1;EMC2;NM_014673;chr8:109455927-109462051|chr8:109468159-109482054
chr8;109488110;109491339;+;3;82,111,105;0,900,3124;1;EMC2;NM_014673;chr8:109482350-109488110|chr8:109491339-109498740
chr8;110326025;110334692;-;2;92,155;0,8512;1;NUDCD1;uc010mcl.3;chr8:110308798-110326025|chr8:110334692-110346121
chr8;11667175;11689179;+;5;184,129,192,177,153;0,12083,16357,20577,21851;1;FDFT1;uc003wuh.3;chr8:11666400-11667175|chr8:11689179-11695896
chr8;117668094;117671219;-;3;150,100,168;0,1359,2957;1;EIF3H;NM_003756;chr8:117661165-117668094|chr8:117671219-117738254
chr8;120768245;120803699;-;12;110,70,140,194,111,141,253,66,110,115,155,136;0,2067,4593,6409,22013,25047,27375,29195,32332,32784,33586,35318;1;TAF2;NM_003184;chr8:120759174-120768245|chr8:120803699-120805605
chr8;121466086;121473495;+;5;59,145,118,135,95;0,1588,2706,5368,7314;1;MTBP;uc011lie.2;chr8:121463562-121466086|chr8:121473495-121475926
chr8;124089350;124138927;+;12;147,116,179,152,160,201,177,80,147,134,134,180;0,5591,7051,16480,20171,23696,28177,32206,32363,42944,48945,49397;1;TBC1D31;NM_001145088;chr8:124085086-124089350|chr8:124138927-124140520
chr8;124121556;124132428;+;3;80,147,134;0,157,10738;1;TBC1D31;NM_001145088;chr8:124117704-124121556|chr8:124132428-124138295
chr8;124346117;124351686;-;5;144,123,160,197,136;0,322,2495,3747,5433;1;ATAD2;uc011lii.2;chr8:124340819-124346117|chr8:124351686-124357123
chr8;12583235;12600791;-;10;153,163,159,122,115,97,241,150,123,119;0,3174,3447,6009,9559,10974,11173,12268,15147,17437;1;LONRF1;NM_152271;chr8:12580763-12583235|chr8:12600791-12612208
chr8;12592794;12600791;-;6;115,97,241,150,123,119;0,1415,1614,2709,5588,7878;1;LONRF1;NM_152271;chr8:12589366-12592794|chr8:12600791-12612208
chr8;12598382;12600791;-;2;123,119;0,2290;1;LONRF1;NM_152271;chr8:12595653-12598382|chr8:12600791-12612208
chr8;131124339;131138335;-;8;229,108,68,116,86,187,92,134;0,3534,4584,4786,6067,6395,11919,13862;1;ASAP1;uc003ysz.2;chr8:131104389-131124339|chr8:131138335-131140172
chr8;131164981;131193126;-;6;70,101,87,76,86,130;0,7128,14800,16256,26528,28015;1;ASAP1;NM_001247996;chr8:131149284-131164981|chr8:131193126-131199481
chr8;131191509;131200429;-;4;86,130,50,75;0,1487,7972,8845;1;ASAP1;NM_001247996;chr8:131181313-131191509|chr8:131200429-131226801
chr8;132952745;132982890;+;9;77,128,151,122,150,138,79,136,168;0,4246,5984,9470,13319,15269,19086,27796,29977;1;EFR3A;NM_015137;chr8:132916569-132952745|chr8:132982890-132988273
chr8;132966064;132982890;+;5;150,138,79,136,168;0,1950,5767,14477,16658;1;EFR3A;NM_015137;chr8:132962337-132966064|chr8:132982890-132988273
chr8;135612678;135622898;-;4;233,1457,151,186;0,1041,8293,10034;1;ZFAT;NM_001029939;chr8:135602598-135612678|chr8:135622898-135649703
chr8;136554896;136561143;+;2;117,147;0,6100;1;KHDRBS3;NM_006558;chr8:136533598-136554896|chr8:136561143-136569690
chr8;141407718;141415797;-;2;126,122;0,7957;1;TRAPPC9;NM_001160372;chr8:141381279-141407718|chr8:141415797-141436713
chr8;141684396;141716304;-;6;107,40,63,132,138,87;0,1162,12334,26593,28272,31821;1;PTK2;uc011ljp.2;chr8:141678523-141684396|chr8:141716304-141727696
chr8;141727696;141840625;-;17;112,205,90,101,116,101,85,85,98,57,53,31,118,108,78,141,55;0,17653,21420,25632,27054,29162,34305,34634,43567,46636,71876,75756,82861,85945,100679,101282,112874;1;PTK2;uc003yvq.3;chr8:141716304-141727696|chr8:141840625-141856358
chr8;141771263;141813749;-;6;98,57,53,31,118,108;0,3069,28309,32189,39294,42378;1;PTK2;uc003yvq.3;chr8:141762415-141771263|chr8:141813749-141828375
chr8;141771263;141889736;-;13;98,57,53,31,118,108,78,141,55,63,80,88,167;0,3069,28309,32189,39294,42378,57112,57715,69307,85095,85434,103147,118306;1;PTK2;uc003yvs.3;chr8:141762415-141771263|chr8:141889736-141900641
